"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"ko03008" "ko03008" "ko03008" "16/935" "87/14558" 0.000116625662448959 0.0355708270469326 0.0327779493409181 "Vcard_DToL00935/Vcard_DToL02773/Vcard_DToL09778/Vcard_DToL09995/Vcard_DToL11945/Vcard_DToL11995/Vcard_DToL12277/Vcard_DToL12467/Vcard_DToL14089/Vcard_DToL17050/Vcard_DToL04503/Vcard_DToL07195/Vcard_DToL09077/Vcard_DToL14139/Vcard_DToL17129/Vcard_DToL17928" 16
"ko00254" "ko00254" "ko00254" "3/935" "3/14558" 0.000264134108618089 0.0402804515642586 0.0371177931584367 "Vcard_DToL18521/Vcard_DToL18522/Vcard_DToL18524" 3
