"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexpressed","delabel"
"6417","Vcard_DToL11220",953.343796634947,0.213719737000229,0.29468009284483,0.725260179393142,0.468292430025714,0.999931754022432,"NO",NA
"6418","Vcard_DToL11221",61.1861872999678,-0.00937401501744867,0.778787802064914,-0.0120366741654068,0.990396355419012,0.999931754022432,"NO",NA
"6419","Vcard_DToL11222",18.3544854373217,0.364010980441517,1.27467582296073,0.285571416578702,0.775206398403843,0.999931754022432,"NO",NA
"6420","Vcard_DToL11223",69.233632448491,-0.592296364347111,0.777170603037873,-0.762118847563058,0.445989074899321,0.999931754022432,"NO",NA
"6421","Vcard_DToL11224",1010.49902579401,0.100305193548714,0.363782432406205,0.275728525111162,0.782756584728373,0.999931754022432,"NO",NA
"6422","Vcard_DToL11226",466.464892391764,0.0821261370568268,0.359519056099389,0.228433335211369,0.819309376684676,0.999931754022432,"NO",NA
"6423","Vcard_DToL11229",129.823994892834,0.494148714468443,0.541612612556722,0.912365596760715,0.361576293631689,0.999931754022432,"NO",NA
"6424","Vcard_DToL11230",38.135697506478,-0.290065465453201,0.961013328191947,-0.301832926707615,0.762779428903821,0.999931754022432,"NO",NA
"6425","Vcard_DToL11231",8.85526716544184,-1.1334971391087,1.70068801263,-0.666493284300761,0.505095854797546,0.999931754022432,"NO",NA
"6426","Vcard_DToL11232",295.533267843545,-0.0519057589748821,0.451229901341968,-0.115031736195924,0.908419967157698,0.999931754022432,"NO",NA
"6427","Vcard_DToL11233",1163.16793806464,0.0949294516752757,0.28116067185482,0.337634175679781,0.735638884565615,0.999931754022432,"NO",NA
"6428","Vcard_DToL11236",4219.69976239177,-0.252696630559385,0.287541737483335,-0.878817220661853,0.379500387596395,0.999931754022432,"NO",NA
"6429","Vcard_DToL11237",939.078510010187,-0.429780191837246,0.279917402938628,-1.53538217819017,0.124689978787278,0.999931754022432,"NO",NA
"6430","Vcard_DToL11238",130.213738459008,0.105436639583812,0.538901118509085,0.195651179710875,0.84488319872463,0.999931754022432,"NO",NA
"6431","Vcard_DToL11239",15.8188939952752,-4.71872031321282,1.76603070723421,-2.67193559765607,0.00754151207625726,0.240980517895991,"NO",NA
"6432","Vcard_DToL11240",64.8856361419514,-2.51010690276457,0.772868458626431,-3.24778023316622,0.00116309067583082,0.060568225329295,"NO",NA
"6433","Vcard_DToL11242",206.471166633925,-0.807192004824215,0.647736994706592,-1.24617246107713,0.212701086989028,0.999931754022432,"NO",NA
"6434","Vcard_DToL11246",45.4634905670142,-1.75034168822012,0.892189907283796,-1.96184878794348,0.0497800916343368,0.724481934472257,"NO",NA
"6435","Vcard_DToL11248",8.48578645180818,-1.77870053368737,2.18777938629998,-0.813016405962004,0.41620865202986,0.999931754022432,"NO",NA
"6436","Vcard_DToL11249",44.2380358400056,0.00434003186008925,0.877941925828575,0.00494341565473509,0.996055741036007,0.999931754022432,"NO",NA
"6437","Vcard_DToL11252",1327.84254851677,-0.14551252237513,0.295487063086558,-0.492449723027314,0.622401455934669,0.999931754022432,"NO",NA
"6438","Vcard_DToL11253",601.104766370238,0.917363126349339,0.333196198865235,2.75322206397791,0.0059011853435567,0.204193056122457,"NO",NA
"6439","Vcard_DToL11254",525.04933374405,0.407978488018017,0.336438546898009,1.21263895525531,0.225267888331689,0.999931754022432,"NO",NA
"6440","Vcard_DToL11255",51.0979951777952,-0.32724374020467,0.810294456143335,-0.403857804682775,0.686317286483632,0.999931754022432,"NO",NA
"6441","Vcard_DToL11256",362.369852542118,0.0808308081636035,0.382946824646194,0.21107580207326,0.832828121993741,0.999931754022432,"NO",NA
"6442","Vcard_DToL11257",1732.74120481117,0.00929761186373917,0.251512137314008,0.03696685163202,0.970511436231129,0.999931754022432,"NO",NA
"6443","Vcard_DToL11258",152.949283868675,0.431839025777304,0.623986347467493,0.692064862524578,0.488896596574818,0.999931754022432,"NO",NA
"6444","Vcard_DToL11259",102.139623727641,-0.0654425639177743,0.686867353032993,-0.0952768589579928,0.924094922900575,0.999931754022432,"NO",NA
"6445","Vcard_DToL11261",37.8067700631605,-0.847752868551119,0.990545292644349,-0.855844629060794,0.39208372573457,0.999931754022432,"NO",NA
"6446","Vcard_DToL11262",175.865274573164,0.135081999722294,0.474118485292623,0.28491190264164,0.775711636771575,0.999931754022432,"NO",NA
"6447","Vcard_DToL11263",817.473619420899,-0.0432280739896312,0.296806721099327,-0.145643851424661,0.884202548627722,0.999931754022432,"NO",NA
"6448","Vcard_DToL11265",47.2220641624423,0.0728005422937776,0.870065699715376,0.0836724655593168,0.93331684965668,0.999931754022432,"NO",NA
"6449","Vcard_DToL11267",1716.67644979472,0.344550840146523,0.255333650489696,1.34941414688475,0.17720397934153,0.999931754022432,"NO",NA
"6450","Vcard_DToL11268",10802.0359842901,-0.14038985248297,0.216013315456952,-0.64991295645822,0.51574844851842,0.999931754022432,"NO",NA
"6451","Vcard_DToL11269",5171.16215966738,0.500732595909601,0.262172456826114,1.90993593290279,0.0561414628044236,0.768011006264269,"NO",NA
"6452","Vcard_DToL11271",150.065976094032,-0.192223048923116,0.543865574364942,-0.353438529635875,0.723759704826854,0.999931754022432,"NO",NA
"6453","Vcard_DToL11272",1479.97661325979,0.000695283317811077,0.263071661387286,0.00264294266491707,0.997891239307576,0.999931754022432,"NO",NA
"6454","Vcard_DToL11273",11.9655891755168,0.619662714235471,1.66543598350136,0.372072370462846,0.709838967082722,0.999931754022432,"NO",NA
"6455","Vcard_DToL11275",14.2189132037579,-0.945991811721452,1.71989740438637,-0.550028047782866,0.582300136095515,0.999931754022432,"NO",NA
"6456","Vcard_DToL11278",202.823838575413,-0.456225084553059,0.463303548827049,-0.98472175684406,0.324760762737666,0.999931754022432,"NO",NA
"6457","Vcard_DToL11280",1456.88496835311,-0.199862747369284,0.340395009672485,-0.587149463682162,0.557103329654077,0.999931754022432,"NO",NA
"6458","Vcard_DToL11281",78.7479063279621,0.165975273953311,0.674176260043229,0.246189733739168,0.805535362328487,0.999931754022432,"NO",NA
"6459","Vcard_DToL11282",989.19598352949,-0.164333115722199,0.28056317905266,-0.585725882765802,0.558059737814528,0.999931754022432,"NO",NA
"6460","Vcard_DToL11283",157.379310786383,0.687471872298019,1.1093598937439,0.619701393727077,0.535454397925621,0.999931754022432,"NO",NA
"6461","Vcard_DToL11284",198.299439415881,-0.0651703278296255,1.6250032734661,-0.0401047363373113,0.968009625790177,0.999931754022432,"NO",NA
"6462","Vcard_DToL11286",8.67320269917467,1.24187991661945,1.81054486983302,0.685915017800129,0.492766699429743,0.999931754022432,"NO",NA
"6463","Vcard_DToL11287",11.8677488667438,0.412075455361034,1.55134792793581,0.265624137526217,0.79052869415203,0.999931754022432,"NO",NA
"6464","Vcard_DToL11288",105.058125857502,-0.958679927089517,0.671086477590467,-1.42854901581634,0.153133896935422,0.999931754022432,"NO",NA
"6465","Vcard_DToL11289",21.0316171102256,-1.08245537197045,1.27305464995858,-0.850281935662122,0.395168357322025,0.999931754022432,"NO",NA
"6466","Vcard_DToL11290",1652.50137206042,0.298735251854991,0.253948286783169,1.1763625407328,0.239450033941946,0.999931754022432,"NO",NA
"6467","Vcard_DToL11291",160.14482780935,-0.346433238898814,0.490023642960603,-0.706972497909997,0.479583568852661,0.999931754022432,"NO",NA
"6468","Vcard_DToL11292",3543.30534505995,0.397853259164855,0.405656688989431,0.980763463203293,0.326709399710435,0.999931754022432,"NO",NA
"6469","Vcard_DToL11293",280.370399338421,0.348146678566635,0.41723017301396,0.834423541451272,0.404042355957042,0.999931754022432,"NO",NA
"6470","Vcard_DToL11294",560.698939454041,-0.205631226117224,0.476346400831677,-0.431684223410112,0.665970935378713,0.999931754022432,"NO",NA
"6471","Vcard_DToL11295",30.7115915909126,-0.428484871996442,1.01698156183794,-0.421330030037186,0.673514104659994,0.999931754022432,"NO",NA
"6472","Vcard_DToL11296",78.811405855402,-0.147480548598861,0.712098720557307,-0.207106886083771,0.835926384373025,0.999931754022432,"NO",NA
"6473","Vcard_DToL11297",109.613121370171,0.32632015854038,0.602521770967911,0.541590651597815,0.588100533271409,0.999931754022432,"NO",NA
"6474","Vcard_DToL11298",2931.96309978681,0.201727830673599,0.251378230084866,0.802487274277866,0.422271146753729,0.999931754022432,"NO",NA
"6475","Vcard_DToL11299",1928.88954591765,-0.0713673210849697,0.245329145118011,-0.290904372779026,0.771124456885949,0.999931754022432,"NO",NA
"6476","Vcard_DToL11304",3041.11927829125,0.106975445944804,0.253892623499465,0.421341291725357,0.673505882332528,0.999931754022432,"NO",NA
"6477","Vcard_DToL11305",1778.01464577837,0.300509567866926,0.288802573760656,1.04053632193726,0.2980907981927,0.999931754022432,"NO",NA
"6478","Vcard_DToL11306",23.3503123794681,-0.751440416577548,1.18189512902933,-0.635792802695359,0.524911479181517,0.999931754022432,"NO",NA
"6479","Vcard_DToL11307",617.424565117014,0.270714443223131,0.317734903487903,0.852013550451621,0.39420657126773,0.999931754022432,"NO",NA
"6480","Vcard_DToL11309",59.5889325222124,-0.0679808272640705,0.752551358288819,-0.0903338044843184,0.928021957860011,0.999931754022432,"NO",NA
"6481","Vcard_DToL11312",37.454395856828,0.0191374732696008,0.974797847890692,0.0196322481743382,0.984336738463511,0.999931754022432,"NO",NA
"6482","Vcard_DToL11313",161.740250549134,-0.0854657905223958,0.515918041318951,-0.165657689162995,0.868426345048343,0.999931754022432,"NO",NA
"6483","Vcard_DToL11316",511.079599181609,0.0386585637155814,0.328991008569492,0.117506444579368,0.906458737389685,0.999931754022432,"NO",NA
"6484","Vcard_DToL11317",24.6319364204233,-0.659420335447237,1.17418639236167,-0.561597664337539,0.574390172124903,0.999931754022432,"NO",NA
"6485","Vcard_DToL11318",3292.02526074794,0.323420934410504,0.362711608610792,0.891675167633112,0.372567067377977,0.999931754022432,"NO",NA
"6486","Vcard_DToL11328",13.3578761933601,0.0260400536066596,1.49250183533716,0.0174472506432644,0.986079814319492,0.999931754022432,"NO",NA
"6487","Vcard_DToL11331",46.9939739451961,-0.115873821143042,0.851515432342815,-0.136079531552626,0.8917584084519,0.999931754022432,"NO",NA
"6488","Vcard_DToL11332",62.6208243141054,-0.249920886459888,0.741378160028897,-0.337103114084379,0.736039169988178,0.999931754022432,"NO",NA
"6489","Vcard_DToL11333",402.054911253432,0.0967389560764048,0.353512133084064,0.273651020779534,0.784352821080191,0.999931754022432,"NO",NA
"6490","Vcard_DToL11335",17.1086420524091,-0.121167891025954,1.46836291946593,-0.0825190349195317,0.934233982277101,0.999931754022432,"NO",NA
"6491","Vcard_DToL11337",9.08153477317411,-0.181074364656976,1.75451628168072,-0.103204721750155,0.917800492510838,0.999931754022432,"NO",NA
"6492","Vcard_DToL11338",8.3955835086804,-0.375286886599468,1.76940171329771,-0.212098181989453,0.832030438002717,0.999931754022432,"NO",NA
"6493","Vcard_DToL11347",241.8217949103,-1.0561319805234,0.788322228058099,-1.33972117356757,0.180336011156613,0.999931754022432,"NO",NA
"6494","Vcard_DToL11348",138.881863111713,3.39815967513722,2.0620333866062,1.64796540017719,0.0993597714601675,0.983334451586303,"NO",NA
"6495","Vcard_DToL11350",317.749016119616,-0.0795218757898124,0.39291999874368,-0.202386938929235,0.839614238355826,0.999931754022432,"NO",NA
"6496","Vcard_DToL11353",214.81953362445,-0.0533691427671081,0.443883938048495,-0.120232200790463,0.904299210246596,0.999931754022432,"NO",NA
"6497","Vcard_DToL11354",119.946648383984,0.528672742501751,0.577717932122592,0.915105301577459,0.360136352051183,0.999931754022432,"NO",NA
"6498","Vcard_DToL11356",84.9883539482007,0.464207691946101,0.7018525824652,0.661403410835377,0.508353639125924,0.999931754022432,"NO",NA
"6499","Vcard_DToL11357",522.803160824259,-0.223076725718233,0.405602030576016,-0.54998917387428,0.582326799105379,0.999931754022432,"NO",NA
"6500","Vcard_DToL11361",9.1781614917437,-4.66539357588917,2.31071019921385,-2.0190301568221,0.0434840851969129,0.676396939920787,"NO",NA
"6501","Vcard_DToL11362",27.5870071929419,-2.06631144187983,1.65541945661467,-1.24821019447568,0.211954091587334,0.999931754022432,"NO",NA
"6502","Vcard_DToL11366",108.348531852335,0.108033398237832,0.650181648444266,0.166158793463843,0.868031986652616,0.999931754022432,"NO",NA
"6503","Vcard_DToL11367",2719.94114219152,0.194341694069454,0.248558407216411,0.781875359783135,0.434287827139922,0.999931754022432,"NO",NA
"6504","Vcard_DToL11368",374.252674933729,-0.386788669859997,0.383614283238275,-1.00827494376624,0.313322488268594,0.999931754022432,"NO",NA
"6505","Vcard_DToL11378",460.00291501982,0.595366626977864,0.474825475802537,1.25386411917261,0.209891398698344,0.999931754022432,"NO",NA
"6506","Vcard_DToL11379",101.521467994887,0.0190553351701138,0.667330215366116,0.0285545817218234,0.977219835834183,0.999931754022432,"NO",NA
"6507","Vcard_DToL11830",594.97473400004,0.0583472370027931,0.313682733879151,0.186007168074708,0.852439140117784,0.999931754022432,"NO",NA
"6508","Vcard_DToL11831",14.3896736554029,-0.685178003917126,1.43318220112655,-0.478081574958537,0.632592145472614,0.999931754022432,"NO",NA
"6509","Vcard_DToL11832",858.176944286033,0.253014599062372,0.292043497885045,0.866359295429218,0.386293158577476,0.999931754022432,"NO",NA
"6510","Vcard_DToL11833",724.418984236661,0.221823961378748,0.305306386765855,0.726561811328462,0.467494429450392,0.999931754022432,"NO",NA
"6511","Vcard_DToL11838",362.365668447969,-0.433529791689381,0.515608566388959,-0.84081184827007,0.400453348469997,0.999931754022432,"NO",NA
"6512","Vcard_DToL11839",1247.38033740946,0.187973707758123,0.401603199183343,0.468058292713719,0.639742903924777,0.999931754022432,"NO",NA
"6513","Vcard_DToL11849",2039.46248815235,-0.170258722147417,0.314488910623081,-0.54138227580137,0.58824412126085,0.999931754022432,"NO",NA
"6514","Vcard_DToL11851",3817.90369906524,0.00624486324379627,0.224653389572099,0.0277977699588284,0.977823444591794,0.999931754022432,"NO",NA
"6515","Vcard_DToL11852",1114.32638735011,-0.220737695996142,0.272356352692955,-0.810473828914116,0.417667900621697,0.999931754022432,"NO",NA
"6516","Vcard_DToL11854",109.143739958291,-0.21767153062609,0.585631949492083,-0.371686570063118,0.710126225324518,0.999931754022432,"NO",NA
"6517","Vcard_DToL11859",12.6953423130555,-1.02130187813185,1.56318945529725,-0.653344912653368,0.513533944079857,0.999931754022432,"NO",NA
"6518","Vcard_DToL11860",43.3159093970948,0.171693514374645,0.896453885600988,0.191525205180566,0.848114135156316,0.999931754022432,"NO",NA
"6519","Vcard_DToL11861",1065.79542923262,0.0109667961804361,0.309724615799979,0.0354082162701542,0.971754233185422,0.999931754022432,"NO",NA
"6520","Vcard_DToL11867",15.112436416482,-0.512857748270897,1.62056383014757,-0.316468712142116,0.751646769827185,0.999931754022432,"NO",NA
"6521","Vcard_DToL11868",557.582037445483,0.149616136945605,0.358781455501637,0.417011901399465,0.676669702539873,0.999931754022432,"NO",NA
"6522","Vcard_DToL11870",874.514313841951,0.210470145640674,0.297120658252949,0.708365910597483,0.4787180562431,0.999931754022432,"NO",NA
"6523","Vcard_DToL11871",697.34985322844,0.39840636619443,0.321739430045825,1.23828890396706,0.215608956631565,0.999931754022432,"NO",NA
"6524","Vcard_DToL11872",1137.02948248272,-0.160625987510443,0.26613839447342,-0.603543084522835,0.54614746265941,0.999931754022432,"NO",NA
"6525","Vcard_DToL11873",685.04896452603,0.376875829564053,0.357968723378472,1.05281776018624,0.292424523559056,0.999931754022432,"NO",NA
"6526","Vcard_DToL11874",339.772917334372,-0.0721493056124697,0.386038048401181,-0.18689687690445,0.851741487924061,0.999931754022432,"NO",NA
"6527","Vcard_DToL11875",647.2117462149,-0.120874471929335,0.30604503006622,-0.394956493504179,0.692874996286456,0.999931754022432,"NO",NA
"6528","Vcard_DToL11876",2552.07305715025,-0.20788162702407,0.235179192734238,-0.883928652901639,0.376734728648032,0.999931754022432,"NO",NA
"6529","Vcard_DToL11877",9993.26462926926,0.345850344872525,0.235533423352538,1.46837056053343,0.142003593808918,0.999931754022432,"NO",NA
"6530","Vcard_DToL11878",1098.6061370223,0.122246599003172,0.267537739974562,0.456932165962065,0.647719803233111,0.999931754022432,"NO",NA
"6531","Vcard_DToL11879",77.1739463049726,-0.516891176865067,0.903002863017479,-0.572413663382883,0.567041761416743,0.999931754022432,"NO",NA
"6532","Vcard_DToL11882",33.0494284600831,-0.700794843857549,1.02717005534395,-0.682257860041377,0.495075914106567,0.999931754022432,"NO",NA
"6533","Vcard_DToL11884",128.007498074717,0.0297345204919575,0.550989026946241,0.0539657217073013,0.956962474541586,0.999931754022432,"NO",NA
"6534","Vcard_DToL11887",83.7156838611589,-0.342008315297027,0.668191222243728,-0.511841975637742,0.608761610254682,0.999931754022432,"NO",NA
