"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Vcard_DToL00007",74.049786981333,-0.833590417157157,0.995952684739248,-0.836977930709028,0.402604973297466,0.999784095167499
"Vcard_DToL00010",3809.3926794754,0.62638077351143,0.874333328347856,0.71640958110912,0.473738480577361,0.999784095167499
"Vcard_DToL00011",424.340778768032,1.09532130977271,0.82373642734308,1.32969876457403,0.183617542060477,0.999784095167499
"Vcard_DToL00012",807.215619507205,1.96527909243519,0.808388023451524,2.43110862039267,0.0150527011396302,0.546654960123778
"Vcard_DToL00013",489.379533083617,1.40219631795915,0.576985058719721,2.43021252763546,0.0150899714607622,0.546654960123778
"Vcard_DToL00014",6583.32802167619,0.398368589508957,0.856913961575416,0.464887500229972,0.642012022332785,0.999784095167499
"Vcard_DToL00015",511.257605382244,0.947879493264078,1.01877753106947,0.930408714716191,0.352159508131168,0.999784095167499
"Vcard_DToL00016",318.261738394203,-0.309977623998385,0.71185271267129,-0.435451910880786,0.663234437537029,0.999784095167499
"Vcard_DToL00017",52.436401251572,0.142654369771454,0.859766234413391,0.165922275220293,0.868218117379634,0.999784095167499
"Vcard_DToL00018",72.279155613231,-0.275385506873135,0.839622350002051,-0.327987346778539,0.742921229727654,0.999784095167499
"Vcard_DToL00020",158.971267467583,-0.61812805562781,0.720007952988026,-0.85850170551948,0.390615489129017,0.999784095167499
"Vcard_DToL00021",1717.77655017699,0.12350942697881,0.566222338326596,0.218128849073365,0.827328720246652,0.999784095167499
"Vcard_DToL00022",16.934234594509,0.353268419400165,1.25914436973164,0.280562283318995,0.779046148030016,0.999784095167499
"Vcard_DToL00023",23.9731066320459,-0.102079080828519,1.13334414989635,-0.0900689175815265,0.928232448977423,0.999784095167499
"Vcard_DToL00024",1662.43126534005,-0.431050151547671,0.569539327491016,-0.756840012166624,0.449145718016716,0.999784095167499
"Vcard_DToL00026",1397.39323547786,-0.646134470855672,0.53554576786122,-1.20649720272481,0.227625837008077,0.999784095167499
"Vcard_DToL00028",199.204847799625,-0.391111346055738,0.769675451590822,-0.508150994353998,0.611347455339579,0.999784095167499
"Vcard_DToL00029",61.4756051227303,0.0333011882859616,0.837352886174875,0.0397695987388129,0.968276813740163,0.999784095167499
"Vcard_DToL00033",395.529936459284,-0.600837360699715,0.563055909688824,-1.0671007094691,0.285926361508714,0.999784095167499
"Vcard_DToL00034",1727.36722283773,0.679492029512295,0.944604085551847,0.719340557494337,0.471931112346435,0.999784095167499
"Vcard_DToL00035",36303.0409146001,0.733045120767491,0.936038075888011,0.783136006590391,0.433547248921819,0.999784095167499
"Vcard_DToL00037",1448.88051566421,-0.480427635396852,0.6260807822338,-0.767357262880246,0.442869130882567,0.999784095167499
"Vcard_DToL00039",310.595218561412,0.143486704390589,0.917057582459539,0.156464225513254,0.87566711581173,0.999784095167499
"Vcard_DToL00040",227.058674451337,0.78181457193972,0.54553468498708,1.43311615824801,0.151824644476405,0.999784095167499
"Vcard_DToL00044",62.069138346054,-0.115548068811944,0.833402081488333,-0.138646244566119,0.889729698308508,0.999784095167499
"Vcard_DToL00045",25.3025670794783,-0.330111247474766,1.1711490737506,-0.281869537255053,0.77804354856454,0.999784095167499
"Vcard_DToL00047",169.902000460959,0.170986078962599,0.579444924706752,0.295085989490946,0.767928192213339,0.999784095167499
"Vcard_DToL00048",4328.52479220687,0.560996440444402,0.663316266230272,0.845745037480582,0.397694992702191,0.999784095167499
"Vcard_DToL00051",134.341888065381,0.0298008891711342,0.756649278310813,0.0393853401111588,0.968583167737871,0.999784095167499
"Vcard_DToL00053",3912.64661437512,-0.05550411765747,0.643492793149146,-0.0862544510962464,0.931264146232514,0.999784095167499
"Vcard_DToL00055",816.287056786873,-0.0501342138222337,0.628350377820182,-0.0797870353737271,0.936406635722187,0.999784095167499
"Vcard_DToL00056",603.940194594794,-0.314025084192535,0.52764280258297,-0.595147100756967,0.551745146787288,0.999784095167499
"Vcard_DToL00057",483.685761474722,-0.37689598290471,0.69121947519618,-0.545262389775319,0.585573067251661,0.999784095167499
"Vcard_DToL00058",42.6956121123987,-0.410482911707457,0.898557533819668,-0.456824294781148,0.647797341961617,0.999784095167499
"Vcard_DToL00060",82.1653609785055,-0.456505977288778,1.28368858987863,-0.355620499308122,0.722124789731014,0.999784095167499
"Vcard_DToL00061",126.602015427251,-0.291805443823515,0.658467719988542,-0.443158312800198,0.657651229315483,0.999784095167499
"Vcard_DToL00062",68.3069017833576,0.257695922272177,0.762738720858887,0.337856090460435,0.735471638496559,0.999784095167499
"Vcard_DToL00063",69.0712112966274,-0.00325809017039498,0.738192388392719,-0.00441360575051293,0.996478463547404,0.999784095167499
"Vcard_DToL00064",76.1817841225549,0.705653755260109,0.879618143301505,0.802227376315308,0.42242144311849,0.999784095167499
"Vcard_DToL00065",66.9163532527992,3.08117287508499,0.860916183067167,3.57894640115575,0.000344982204977201,0.0454897368618548
"Vcard_DToL00069",2.74805471175751,1.14916262411672,2.71995942437452,0.422492561403186,0.672665529085597,NA
"Vcard_DToL00071",14.6339084399055,0.882388275342549,1.39165411167572,0.634057175514717,0.526043509244714,0.999784095167499
"Vcard_DToL00077",468.260151272129,0.375061015961691,0.722238165394234,0.519303789155152,0.60354891143596,0.999784095167499
"Vcard_DToL00079",270.600934910607,0.0798826866267396,0.709746777949563,0.112550967624705,0.910386560107286,0.999784095167499
"Vcard_DToL00080",1287.05333706811,0.128153021843909,0.691049132924471,0.185447048173803,0.852878409224648,0.999784095167499
"Vcard_DToL00081",15011.9657098358,-1.38816956129202,0.862242542675143,-1.60995252795711,0.107408220291746,0.999784095167499
"Vcard_DToL00083",110.062999891413,-0.481914075413044,1.03347614880657,-0.466304012888491,0.640997906781746,0.999784095167499
"Vcard_DToL00084",209.315333011446,0.548274900897376,0.762998426175412,0.718579333964875,0.472400150436138,0.999784095167499
"Vcard_DToL00085",6486.31673696142,0.788722640297794,0.671238548233854,1.17502584196492,0.23998437723711,0.999784095167499
"Vcard_DToL00087",324.221254497614,1.0492316229822,0.891604057251061,1.17679099197588,0.239278938908516,0.999784095167499
"Vcard_DToL00089",10.6169594669119,-4.47239265053269,2.39314425381345,-1.86883537981715,0.0616457209298028,NA
"Vcard_DToL00090",32.69661925036,1.70607649257822,1.11392651752553,1.53158800489649,0.125624134387835,0.999784095167499
"Vcard_DToL00091",50.3837220904195,0.638100616885082,0.919459400720097,0.693995424251836,0.487685078491213,0.999784095167499
"Vcard_DToL00097",1.3490763304872,-5.93232269461878,5.78798721667037,-1.024937076145,0.305392878956313,NA
"Vcard_DToL00099",116.264912106889,0.736057710366465,1.07719848931003,0.683307410538539,0.494412612490536,0.999784095167499
"Vcard_DToL00101",1.52069162644666,-0.167931228213536,3.74219611498397,-0.0448750474463723,0.964206906055996,NA
"Vcard_DToL00106",0.904781996270045,-0.168492663222932,6.11989418919564,-0.0275319569283399,0.978035451559531,NA
"Vcard_DToL00109",1.87134799303365,2.27451494178264,4.01505381209844,0.566496751532674,0.571056140599076,NA
"Vcard_DToL00110",1.68161779961704,4.44749223521277,3.9075740038111,1.13817223445419,0.255048570180748,NA
"Vcard_DToL00111",104.381576303128,0.136932766035291,0.699842329244989,0.195662308941813,0.844874487233868,0.999784095167499
"Vcard_DToL00112",99.9997560423771,-0.437786400116619,0.691112562139823,-0.633451660553159,0.526438738337748,0.999784095167499
"Vcard_DToL00113",5371.22026926721,0.0303707787411149,0.544145694299232,0.0558136893469816,0.95549022942233,0.999784095167499
"Vcard_DToL00114",100773.315780736,0.0242460840524289,0.650032889466557,0.0372997804346888,0.970245980560139,0.999784095167499
"Vcard_DToL00121",21.665158754531,0.791980289543013,1.28648290829339,0.615616643204093,0.538147564161436,0.999784095167499
"Vcard_DToL00123",12.4042287378256,-0.173993871056976,1.45072702155965,-0.11993563811193,0.904534133096203,NA
"Vcard_DToL00124",600.67907997952,0.834989716594531,0.623915669991948,1.33830541009702,0.180796898959393,0.999784095167499
"Vcard_DToL00125",298.456550674854,-0.0861539604237091,0.820636346198565,-0.104984334197236,0.916388239519033,0.999784095167499
"Vcard_DToL00128",924.935355966393,-0.292776949586328,0.803017366660576,-0.364596037074352,0.715412973468057,0.999784095167499
"Vcard_DToL00130",3.93787815654174,-4.17385592800412,2.84721514473622,-1.46594328697658,0.142663737895496,NA
"Vcard_DToL00131",2.02428777623915,0.611517146963676,3.84349088203522,0.159104617581365,0.873586450260595,NA
"Vcard_DToL00132",568.150001045299,0.701425323656352,0.620935949940503,1.12962588769995,0.258633897914683,0.999784095167499
"Vcard_DToL00133",2.2572063975348,-0.764707819254925,2.68015940620937,-0.285321767609515,0.775397637522353,NA
"Vcard_DToL00134",419.817605317592,0.268529343580648,0.71647773408724,0.374790912271324,0.707815973423767,0.999784095167499
"Vcard_DToL00135",8874.76888160963,-0.338367002019378,0.607565322503609,-0.556922835268249,0.577580151998071,0.999784095167499
"Vcard_DToL00136",386.551783986974,-0.465657242516412,0.729088238313714,-0.63868434305485,0.523028300197841,0.999784095167499
"Vcard_DToL00137",389.918425247375,0.30012930636126,0.689334927479059,0.435389669661527,0.663279607416632,0.999784095167499
"Vcard_DToL00138",16.0794015712184,-3.00243772141963,2.39953948862576,-1.25125580789635,0.21084116299765,0.999784095167499
"Vcard_DToL00141",33.8084603705622,0.049827444231109,1.01510470706638,0.0490860143630984,0.960850748893685,0.999784095167499
"Vcard_DToL00143",682.844376896994,-0.0142987953518126,0.633623790177358,-0.0225666958429863,0.981995909925948,0.999784095167499
"Vcard_DToL00146",408.249269545416,1.63356794284131,1.11817043590088,1.46092929162913,0.144034847069905,0.999784095167499
"Vcard_DToL00147",437.169442474067,-0.868111221372382,0.546639318277972,-1.58808777990415,0.11226649119667,0.999784095167499
"Vcard_DToL00148",22.1016646847972,-1.15010254947893,1.69801279986632,-0.677322661860659,0.498201255528768,0.999784095167499
"Vcard_DToL00150",190.001649384955,0.515798547095636,0.739760512976384,0.6972507156679,0.485645905167728,0.999784095167499
"Vcard_DToL00151",599.724844138602,-0.736275991042443,0.847638716037096,-0.868620058419111,0.385054979533557,0.999784095167499
"Vcard_DToL00152",3888.73771445429,-0.405373063334952,0.758435427168972,-0.534485928285414,0.593005382579294,0.999784095167499
"Vcard_DToL00154",79.3726518555141,0.285405279254193,0.805919362484459,0.354136272857815,0.723236759445544,0.999784095167499
"Vcard_DToL00155",118.119344893185,0.889584560318989,0.690280347564872,1.2887293741698,0.197492186736771,0.999784095167499
"Vcard_DToL00156",92.195795126774,-0.0763759280186556,0.687986277058196,-0.111013737578075,0.911605453057338,0.999784095167499
"Vcard_DToL00158",33.8449846510972,-0.437529172153897,1.41371221601873,-0.309489560319468,0.756949152289737,0.999784095167499
"Vcard_DToL00159",1916.36077420517,0.904950981612115,0.699654721722225,1.29342510457808,0.195864072047407,0.999784095167499
