"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Vcard_DToL02055",12592.841485641,0.319961956723085,0.235657535948208,1.35774124699922,0.174545803720122,0.999931754022491
"Vcard_DToL02057",32.1123425980514,0.151181172990378,1.10161589787273,0.137235830821174,0.890844389935103,0.999931754022491
"Vcard_DToL02060",411.952172197464,0.410713376375637,0.369652719001513,1.11107900811615,0.266534342696416,0.999931754022491
"Vcard_DToL02061",412.837555063515,0.129291688936096,0.36220810690858,0.356954155553257,0.721126126357142,0.999931754022491
"Vcard_DToL02062",56.9328176938276,1.48470666531942,1.08696523876596,1.36591917788008,0.171964332607728,0.999931754022491
"Vcard_DToL02063",1075.54446513369,0.283431868683154,0.29698318664177,0.954370083667525,0.33989634395404,0.999931754022491
"Vcard_DToL02064",8.34199503548934,1.63485071093535,2.22651824165954,0.734263335618039,0.46278825904606,0.999931754022491
"Vcard_DToL02065",1203.38583327168,0.154122245079081,0.264246434401649,0.583251938396334,0.559723711659006,0.999931754022491
"Vcard_DToL02068",1033.82463503649,0.495831836853119,0.272610148082775,1.81883117829702,0.0689371901284627,0.845956616618639
"Vcard_DToL02071",164.295696383995,-3.18818419026487,0.647357154993385,-4.92492307480165,8.43935474225816e-07,0.000195121717711346
"Vcard_DToL02073",3.82356883686585,-3.87023636520009,3.91730979725841,-0.987983224586612,0.32316086399853,NA
"Vcard_DToL02074",36.781476176261,-0.269089046939819,1.02100299010703,-0.263553632601616,0.79212389131963,0.999931754022491
"Vcard_DToL02077",14.8740033265379,0.560175274476269,1.69859028716944,0.329788341960764,0.741559896803758,0.999931754022491
"Vcard_DToL02078",685.695054657782,-0.0780258568644252,0.33369006657276,-0.233827328652026,0.815119032422695,0.999931754022491
"Vcard_DToL02079",299.038770015768,0.112871831938538,0.422444917525093,0.267187098852558,0.789325108813922,0.999931754022491
"Vcard_DToL02080",674.806082239437,0.124450933147509,0.341623976076038,0.364292151203721,0.715639860242149,0.999931754022491
"Vcard_DToL02081",809.686419489363,0.271051208476365,0.301246440368651,0.899765680698717,0.368244961661576,0.999931754022491
"Vcard_DToL02082",535.241883605191,0.372493551555251,0.457812227662356,0.813638275799769,0.415852203887166,0.999931754022491
"Vcard_DToL02084",1022.91235497965,-0.0943151559183954,0.337069140773842,-0.279809524247361,0.779623644178956,0.999931754022491
"Vcard_DToL02085",1459.38300715176,-0.00678361029719623,0.25359481927944,-0.0267497984243964,0.978659293926073,0.999931754022491
"Vcard_DToL02089",618.378711546095,0.0792571492541505,0.325130461080247,0.243770297593213,0.807408725549773,0.999931754022491
"Vcard_DToL02090",805.97554797959,0.286209930186535,0.286921038156917,0.997521589999288,0.318511399497526,0.999931754022491
"Vcard_DToL02091",511.060914368898,-0.213938575429487,0.371031757977423,-0.576604484197563,0.564206669291279,0.999931754022491
"Vcard_DToL02093",501.837321693597,0.521961995787779,0.372672113997075,1.40059311170215,0.161335781973432,0.999931754022491
"Vcard_DToL02096",1.2763315576216,1.57004682871826,6.1157169201962,0.256723267150156,0.797392408786512,NA
"Vcard_DToL02103",24.9744447200027,0.539891590549136,1.13157246830818,0.477116230440221,0.63327935780261,0.999931754022491
"Vcard_DToL02104",168.94415325416,0.134123990767095,0.554097792804036,0.242058337912437,0.80873495985384,0.999931754022491
"Vcard_DToL02105",3941.27130650588,0.33171130546469,0.285549874679186,1.16165803202458,0.24537439940656,0.999931754022491
"Vcard_DToL02108",59.328430533007,0.183134547728734,0.774611311735002,0.236421215329973,0.813105835294179,0.999931754022491
"Vcard_DToL02109",657.593689577131,0.447736120061075,0.385296283700836,1.16205667949998,0.245212442563619,0.999931754022491
"Vcard_DToL02111",15.8067425996611,0.285874789289336,1.44524498795958,0.197803688420286,0.843198660250636,0.999931754022491
"Vcard_DToL02113",182.783843798297,0.241401263321467,0.572371119761358,0.421756540445498,0.673202730261718,0.999931754022491
"Vcard_DToL02114",38.3729568759144,0.922245641045534,0.95427562556897,0.966435290114071,0.333826412416821,0.999931754022491
"Vcard_DToL02116",9.9723868345631,-0.34132699647405,1.6607907390277,-0.205520772998697,0.837165269980138,0.999931754022491
"Vcard_DToL02117",1040.92921869276,-0.132538109071734,0.27642254784141,-0.479476475803898,0.631599699554582,0.999931754022491
"Vcard_DToL02118",27876.4059845198,0.160017938024764,0.268505893517759,0.59595689289472,0.551204024585885,0.999931754022491
"Vcard_DToL02119",590.144781336518,0.340932262068002,0.316658642103087,1.07665547923689,0.281634208940776,0.999931754022491
"Vcard_DToL02120",1230.29498579895,0.0864183885877251,0.282486588264696,0.305920323929678,0.759665311093191,0.999931754022491
"Vcard_DToL02122",1550.29428352688,0.0937476141828742,0.336964958123829,0.278211760370714,0.780849807636642,0.999931754022491
"Vcard_DToL02124",238.627258609264,-0.160861409295666,0.467388558564237,-0.344170618531642,0.730717977074498,0.999931754022491
"Vcard_DToL02125",528.42265575117,-0.030192571529244,0.348417840853635,-0.0866562155808991,0.930944780342475,0.999931754022491
"Vcard_DToL02126",3630.95450163368,0.0191546871489959,0.262171010603879,0.0730618046017955,0.941756935905027,0.999931754022491
"Vcard_DToL02128",475.539459052192,-0.171667148950225,0.356932900737594,-0.480950757398601,0.63055149700933,0.999931754022491
"Vcard_DToL02129",196.959778610364,-0.060814070964244,0.492724843806328,-0.123423999679926,0.901771353370488,0.999931754022491
"Vcard_DToL02130",465.145875917272,0.137361542594957,0.357296182286093,0.384447272053328,0.700646969390152,0.999931754022491
"Vcard_DToL02132",76.0194463052792,-0.43490026157352,0.748455377543055,-0.581063714180479,0.561197512990315,0.999931754022491
"Vcard_DToL02133",770.017188704655,0.222254991502689,0.307412206053033,0.722986879266422,0.469687945242528,0.999931754022491
"Vcard_DToL02134",6.72854448783045,1.91760094307096,2.07283479518189,0.925110359749,0.35490850479016,NA
"Vcard_DToL02136",19.6487890886327,-0.909836013860734,1.26734821763436,-0.717905309054711,0.472815674152151,0.999931754022491
"Vcard_DToL02137",454.019001280762,-0.452396347007371,0.654048898493821,-0.691685817450612,0.4891346554524,0.999931754022491
"Vcard_DToL02138",3916.07637540902,0.211160559562007,0.421342501828316,0.501161308545247,0.616257602049095,0.999931754022491
"Vcard_DToL02144",8.06784027319299,0.941650729857807,1.87614755631038,0.501906540714553,0.615733264162771,0.999931754022491
"Vcard_DToL02146",1280.573310296,0.297294910475813,0.272889249262599,1.08943430816407,0.275962409012914,0.999931754022491
"Vcard_DToL02147",334.867897560937,0.299046218005334,0.449738460798046,0.664933609357506,0.506092957826003,0.999931754022491
"Vcard_DToL02148",311.659202122766,0.0980991113509017,0.436408981431612,0.224787104585001,0.822144898422761,0.999931754022491
"Vcard_DToL02150",132.805071222535,0.340544289280176,0.535556397472459,0.635870079953042,0.52486110556581,0.999931754022491
"Vcard_DToL02151",60.0059456673395,-0.737777271614667,0.798853129999699,-0.923545572907681,0.355722962437143,0.999931754022491
"Vcard_DToL02153",98.9734249215377,0.114104305934506,0.607054754100085,0.187963779484204,0.850905044836424,0.999931754022491
"Vcard_DToL02154",115.027103559267,0.124916662839472,0.599812652047933,0.208259466373326,0.835026378866607,0.999931754022491
"Vcard_DToL02155",670.3866325943,0.176636098394486,0.302699703395921,0.583535749830097,0.559532698082161,0.999931754022491
"Vcard_DToL02156",125.397640217168,-0.234330659714021,0.56675086082856,-0.413463262096226,0.679267233397404,0.999931754022491
"Vcard_DToL02157",47.5282903854751,-0.0878000408667027,0.864433071921171,-0.101569506904184,0.919098384207923,0.999931754022491
"Vcard_DToL02158",632.709398104974,0.580880802701794,0.320690930288643,1.81134153740788,0.0700879996403116,0.853898467474119
"Vcard_DToL02159",952.022660800804,-0.278569958515996,0.287608419819888,-0.968573724964128,0.332757918254758,0.999931754022491
